collection.id,sample.ID,old.sample.ID,photo.ID.no,skeletal.sample,pub.author,pub.year,collection.period.from,collection.period.to,collection.date,extract.date,extract.method,collected.by,host.group,host.order,host.family,host.genus,host.species,host.ID.date,host.ID.by,host.ID.method,host.ID.changed.from.publication,host.ID.changed.from,host.morphotype,corallite size (mm),colony.sex,ocean,country,region,subregion,area,location,site,shelf.position,latitude,longitude,reef.type,avg.depth,depth.min,depth.max,sym.genus.1,sym.genus.2,sym.genus.3,sym.type.1,sym.type.2,sym.type.3,sym.type.ID.year,sym.type.author,sym.type.changed.from,comment.field.coral.ID,comment.symbiont.profile,comment.sample.processing,,
AU18,AU18_0725,,HUMP725,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Humpy_Island,inner,-23.211456,150.966506,,,,,,,,,,,,,,,,,,
AU18,AU18_0726,,HUMP726,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Humpy_Island,inner,-23.211456,150.966506,,,,,,,,,,,,,,,,,,
AU18,AU18_0727,,HUMP727,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_glauca,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,,,,,
AU18,AU18_0728,,HUMP728,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,,,,,
AU18,AU18_0729,,HUMP729,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,,,,,
AU18,AU18_0730,,HUMP730,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_glauca,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,,,,,
AU18,AU18_0731,,HUMP731,,Sampayo,unpublished,2018,2018,22/9/2018,Nov-23,Wayne/spin.col.cl.,Kaniewska,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_aliceae,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,,,,,
AU18,AU18_0732,,HUMP732,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,plating,,,,
AU18,AU18_0733,,HUMP733,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,plating,,,,
AU18,AU18_0734,,HUMP734,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,plating,,,,
AU18,AU18_0735,,HUMP735,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,plating,,,,
AU18,AU18_0736,,HUMP736,,Sampayo,unpublished,2018,2018,22/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Keppel_Islands,Passage_Rock,inner,-23.164222,150.922291,,,,,,,,,,,,,,plating,,,,
AU18,AU18_0737,,HI737,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_mesenterina,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0738,,HI738,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lichen,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0739,,HI739,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lichen,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0740,,HI740,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lichen,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0741,,HI741,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_damicornis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0742,,HI742,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_mesenterina,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0743,,HI743,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_patula,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0744,,HI744,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_mesenterina,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0745,,HI745,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_reniformis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0746,,HI746,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lichen,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0747,,HI747,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_reniformis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0748,,HI748,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-22,Wizard/spin.col.cl.2024,Sims,hard_coral,Scleractinia,Dendrophylliidae,Turbinaria,Turbinaria_mesenterina,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0749,,HI749,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lichen,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0750,,HI750,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_damicornis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0751,,HI751,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_damicornis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0752,,HI752,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lichen,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0753,,HI753,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_damicornis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0754,,HI754,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_damicornis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0755,,HI755,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lobata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0756,,HI756,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora_damicornis,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0757,,LM757,,Sampayo,unpublished,2018,2018,25/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Isopora,Isopora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Lady_Musgrave_Island,Lady_Musgrave,outer,-23.905045,152.388467,,,,,,,,,,,,,,,,,,
AU18,AU18_0758,,LM758,,Sampayo,unpublished,2018,2018,25/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Isopora,Isopora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Lady_Musgrave_Island,Lady_Musgrave,outer,-23.905045,152.388467,,,,,,,,,,,,,,,,,,
AU18,AU18_0759,,LM759,,Sampayo,unpublished,2018,2018,25/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Isopora,Isopora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Lady_Musgrave_Island,Lady_Musgrave,outer,-23.905045,152.388467,,,,,,,,,,,,,,,,,,
AU18,AU18_0760,,LM760,,Sampayo,unpublished,2018,2018,25/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Lady_Musgrave_Island,Lady_Musgrave,outer,-23.905045,152.388467,,,,,,,,,,,,,,,,,,
AU18,AU18_0761,,HI761,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_millepora,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0762,,HI762,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0763,,HI763,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0764,,HI764,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0765,,HI765,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_millepora,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0766,,HI766,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0767,,HI767,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Isopora,Isopora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0768,,HI768,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Isopora,Isopora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0769,,HI769,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Isopora,Isopora_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0770,,LM761,,Sampayo,unpublished,2018,2018,25/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Poritidae,Porites,Porites_lobata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Lady_Musgrave_Island,Lady_Musgrave,outer,-23.905045,152.388467,,,,,,,,,,,,,,,,,,
AU18,AU18_0771,,HI771,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Kaniewska,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0772,,HI772,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0773,,HI773,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0774,,HI774,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Kaniewska,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0775,,HI775,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0776,,HI776,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Kaniewska,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0777,,HI777,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0778,,HI778,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0779,,HI779,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0780,,HI780,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0781,,HI781,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0782,,HI782,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0783,,HI783,,Sampayo,unpublished,2018,2018,24/9/2018,Nov-23,Wayne/spin.col.cl.,Sims,hard_coral,Scleractinia,Pocilloporidae,Stylophora,Stylophora_pistillata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0784,,HI784,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0785,,HI785,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_millepora,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0786,,HI786,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_millepora,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0787,,HI787,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0788,,HI788,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_hyacinthus,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0789,,HI789,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_valida,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0790,,HI790,,Sampayo,unpublished,2018,2018,24/9/2018,,,Kaniewska,hard_coral,Scleractinia,Acroporidae,Acropora,Acropora_millepora,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0791,,HI791,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Merulinidae,Favites,Favites_abdita,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0792,,HI792,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Faviidae,Astrea,Astrea_curta,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0793,,HI793,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Mussidae,Acanthastrea,Acanthastrea_echinata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0794,,HI794,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Merulinidae,Goniastrea,Goniastrea_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,brown ridges,,,,
AU18,AU18_0795,,HI795,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Mussidae,Acanthastrea,Acanthastrea_echinata,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0796,,HI796,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Merulinidae,Platygyra,Platygyra_daedalea,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0797,,HI797,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Merulinidae,Favites,Favites_abdita,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
AU18,AU18_0798,,HI798,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Merulinidae,Goniastrea,Goniastrea_sp,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,brown ridges,,,,
AU18,AU18_0799,,HI799,,Sampayo,unpublished,2018,2018,24/9/2018,,,Dalton,hard_coral,Scleractinia,Faviidae,Astrea,Astrea_curta,,,,,,,,,Pacific,Australia,Eastern_Australia,sGBR,Capricorn_Bunker,Heron_Island,Tenements_2,mid,-23.433267,151.929,,,,,,,,,,,,,,,,,,
